player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_sca_sca,header_sca_sca_per90,header_sca_types_sca_passes_live,header_sca_types_sca_passes_dead,header_sca_types_sca_dribbles,header_sca_types_sca_shots,header_sca_types_sca_fouled,header_gca_gca,header_gca_gca_per90,header_gca_types_gca_passes_live,header_gca_types_gca_passes_dead,header_gca_types_gca_dribbles,header_gca_types_gca_shots,header_gca_types_gca_fouled,header_gca_types_gca_og_for,matches
Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,25,3.11,15,6,1,2,1,2,0.25,1,0,0,1,0,0,Matches
Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5.0,17,3.42,10,1,3,2,1,2,0.40,2,0,0,0,0,0,Matches
Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,5,0.36,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,24,4.15,20,0,3,1,0,6,1.04,5,0,1,0,0,0,Matches
Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,6,0.44,5,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,8.5,17,2.01,14,0,1,0,2,2,0.24,1,0,0,0,1,0,Matches
Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,27,2.88,27,0,0,0,0,6,0.64,6,0,0,0,0,0,Matches
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,25,0.70,23,2,0,0,0,3,0.08,3,0,0,0,0,0,Matches
Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,9,1.59,6,0,1,2,0,1,0.18,1,0,0,0,0,0,Matches
Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,7,1.67,3,0,0,0,4,2,0.48,1,0,0,0,1,0,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,11,0.84,9,0,1,0,0,2,0.15,1,0,0,0,0,1,Matches
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,149,6.22,96,18,15,7,12,24,1.00,10,2,5,2,4,1,Matches
Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,30.7,107,3.48,76,1,12,9,9,17,0.55,11,0,1,2,3,0,Matches
Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,29,3.74,26,1,0,0,2,1,0.13,1,0,0,0,0,0,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,11,0.39,8,0,0,3,0,1,0.04,0,0,0,1,0,0,Matches
Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,17,3.84,6,6,1,2,2,2,0.45,1,0,0,1,0,0,Matches
Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,4,0.12,4,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,6,0.17,3,0,0,3,0,1,0.03,0,0,0,1,0,0,Matches
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,11,1.94,7,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,67,2.11,53,0,5,7,2,6,0.19,5,0,0,1,0,0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,39,1.51,27,4,5,1,2,4,0.15,3,0,1,0,0,0,Matches
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,56,2.11,49,0,0,2,5,7,0.26,4,0,0,0,3,0,Matches
Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,11.5,39,3.38,28,0,5,2,3,3,0.26,2,0,0,0,0,1,Matches
Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,28,2.44,27,1,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,10,0.60,8,0,0,1,1,3,0.18,2,0,0,1,0,0,Matches
Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,8,0.28,7,0,0,1,0,1,0.03,1,0,0,0,0,0,Matches
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,2,0.08,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,33,2.17,17,5,4,2,5,4,0.26,4,0,0,0,0,0,Matches
Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,56,3.25,35,0,5,6,9,11,0.64,7,0,0,1,2,1,Matches
Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,57,1.81,47,0,3,2,5,8,0.25,6,0,1,0,1,0,Matches
Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,6,1.85,3,0,0,0,2,1,0.31,0,0,0,0,0,1,Matches
Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,4,0.42,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,22,1.43,14,0,2,3,3,4,0.26,3,0,0,1,0,0,Matches
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,6,0.68,5,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,6,0.37,5,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,19,0.92,12,0,1,3,3,5,0.24,3,0,0,1,1,0,Matches
Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,14,1.55,9,3,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,40,3.28,31,8,1,0,0,3,0.25,2,1,0,0,0,0,Matches
Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,36,4.63,24,9,1,1,1,6,0.77,5,0,0,1,0,0,Matches
Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,17,0.91,10,1,1,1,4,3,0.16,1,0,0,0,2,0,Matches
Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,2,0.67,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,12,1.40,9,0,2,1,0,1,0.12,0,0,0,1,0,0,Matches
Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,22.2,61,2.75,40,1,10,6,4,4,0.18,2,0,0,2,0,0,Matches
Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,8,0.32,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,6,2.71,4,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,4,1.69,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,75,2.27,64,6,3,2,0,10,0.30,7,2,0,1,0,0,Matches
Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,7,1.10,6,0,0,1,0,1,0.16,1,0,0,0,0,0,Matches
Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,12,2.74,2,10,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,5,0.31,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,8,4.62,4,4,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,22,0.59,17,0,1,3,1,4,0.11,3,0,0,0,1,0,Matches
Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,42,1.63,31,0,3,6,2,3,0.12,2,0,0,1,0,0,Matches
Valentin Eysseric,fr FRA,FW,Hellas Verona,it Serie A,27,1992,1.9,8,4.11,5,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Valentin Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,4,8.57,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,32,1.39,30,0,1,0,1,3,0.13,3,0,0,0,0,0,Matches
Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,13,1.40,12,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,44,4.26,35,8,1,0,0,8,0.77,7,1,0,0,0,0,Matches
Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,18,4.02,12,6,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,20.7,113,5.46,82,13,6,7,5,12,0.58,6,4,0,2,0,0,Matches
Eliseo Falcon,es ESP,"DF,MF",Levante,es La Liga,22,1997,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1.0,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iago Falque,es ESP,"MF,FW",Torino,it Serie A,29,1990,1.1,3,2.65,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.6,17,3.06,14,1,1,1,0,1,0.18,1,0,0,0,0,0,Matches
Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.1,3,2.81,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Paolo Faragò,it ITA,DF,Cagliari,it Serie A,26,1993,12.9,25,1.93,20,4,0,0,1,2,0.15,2,0,0,0,0,0,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,33.9,56,1.65,40,8,3,3,2,4,0.12,3,1,0,0,0,0,Matches
Mohamed Fares,dz ALG,"MF,DF",SPAL,it Serie A,23,1996,3.3,4,1.21,4,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,37,4.04,26,3,5,1,2,4,0.44,1,0,1,0,2,0,Matches
Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,38,3.33,24,2,7,2,3,3,0.26,1,0,2,0,0,0,Matches
Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,54,2.45,43,8,0,2,1,6,0.27,3,2,0,1,0,0,Matches
Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.1,12,1.69,10,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,12.5,7,0.56,6,1,0,0,0,3,0.24,2,1,0,0,0,0,Matches
Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,42,2.24,35,0,1,0,6,5,0.27,4,0,0,0,1,0,Matches
Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,13,0.82,11,0,0,2,0,4,0.25,3,0,0,1,0,0,Matches
Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,3,0.34,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,1993,29.3,111,3.79,68,2,16,11,14,11,0.38,6,0,0,1,4,0,Matches
Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,12,0.51,6,0,1,5,0,2,0.09,0,0,0,2,0,0,Matches
Luiz Felipe,br BRA,DF,Lazio,it Serie A,22,1997,20.6,15,0.73,13,1,1,0,0,6,0.29,5,0,1,0,0,0,Matches
Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2000,0.3,1,3.21,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,6,0.27,4,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,50,2.58,30,2,4,6,8,4,0.21,1,1,1,0,1,0,Matches
Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,32,1.29,27,3,1,0,1,3,0.12,0,1,1,0,1,0,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25.0,89,3.57,48,19,13,4,5,6,0.24,4,0,1,1,0,0,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,57,4.33,39,12,1,2,3,12,0.91,6,3,0,0,3,0,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,31,1.88,26,0,3,1,1,1,0.06,1,0,0,0,0,0,Matches
Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,3,3.97,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,5,0.58,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,,,,,,,,,,,,,,,,Matches
Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36.0,4,0.11,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,1,0.25,1,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,44,1.80,28,1,4,6,5,9,0.37,4,0,1,1,3,0,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,10,0.34,6,0,1,3,0,3,0.10,1,0,0,2,0,0,Matches
Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,4,0.64,3,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,14,0.76,12,1,0,0,1,2,0.11,1,0,0,0,1,0,Matches
Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,27,1.01,24,0,0,3,0,5,0.19,5,0,0,0,0,0,Matches
Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,31,1.05,26,0,1,3,1,3,0.10,3,0,0,0,0,0,Matches
Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,28,2.10,18,0,5,1,4,3,0.22,2,0,0,0,1,0,Matches
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,5,0.45,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,9,1.41,9,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,34,2.66,24,4,2,1,3,0,0.00,0,0,0,0,0,0,Matches
Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,20,2.67,15,0,1,1,3,3,0.40,2,0,0,0,1,0,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,31,2.89,24,0,1,5,1,4,0.37,4,0,0,0,0,0,Matches
Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,94,2.83,72,0,15,4,3,19,0.57,14,0,4,1,0,0,Matches
Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,15,1.33,14,0,1,0,0,3,0.27,2,0,1,0,0,0,Matches
John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,71,2.54,48,16,5,2,0,5,0.18,4,0,1,0,0,0,Matches
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,22,2.10,17,0,3,1,1,0,0.00,0,0,0,0,0,0,Matches
Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,24,2.17,22,1,0,1,0,2,0.18,2,0,0,0,0,0,Matches
Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,7,0.84,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10.0,44,4.40,35,2,3,1,3,8,0.80,8,0,0,0,0,0,Matches
Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,13,0.74,9,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,23.9,89,3.72,72,1,11,2,3,9,0.38,7,0,2,0,0,0,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,7,0.52,6,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,15,1.34,14,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,12,1.77,9,0,1,1,1,2,0.30,2,0,0,0,0,0,Matches
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,42,1.56,37,4,1,0,0,3,0.11,3,0,0,0,0,0,Matches
Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,20,1.31,18,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,12,0.49,9,0,0,3,0,1,0.04,1,0,0,0,0,0,Matches
Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,48,1.99,38,4,1,2,3,9,0.37,9,0,0,0,0,0,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,50,3.94,36,6,3,1,4,4,0.32,3,0,0,0,1,0,Matches
Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,22,3.03,14,1,5,0,2,0,0.00,0,0,0,0,0,0,Matches
Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,5,0.13,2,3,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,1,1.45,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,3,1.99,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,1,1.53,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,11,0.88,10,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,1,1.32,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,11,0.84,9,0,1,0,1,2,0.15,2,0,0,0,0,0,Matches
Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,7,0.65,6,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
Mike Frantz,de GER,"MF,DF",Freiburg,de Bundesliga,32,1986,3.9,7,1.80,7,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23.0,66,2.87,44,17,2,1,2,6,0.26,3,2,0,1,0,0,Matches
Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,83,3.45,64,8,4,2,5,1,0.04,1,0,0,0,0,0,Matches
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,47,1.89,42,3,1,0,1,5,0.20,5,0,0,0,0,0,Matches
Kieron Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,5,1.23,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,24.3,61,2.51,52,2,3,2,2,7,0.29,5,0,1,1,0,0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,35,1.44,23,11,0,0,1,4,0.16,3,0,0,0,1,0,Matches
Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,23,0.74,16,1,1,3,2,2,0.06,0,0,0,1,1,0,Matches
Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jorge de Frutos,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,0.7,1,1.53,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,7,0.82,7,0,0,0,0,3,0.35,3,0,0,0,0,0,Matches
Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,59,3.36,30,13,9,1,6,5,0.28,2,0,2,1,0,0,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,10,2.23,8,0,1,1,0,1,0.22,1,0,0,0,0,0,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,4,0.79,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,5.6,2,0.36,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,21.4,71,3.32,41,9,3,9,9,7,0.33,3,0,1,1,2,0,Matches
Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,31.3,1,0.03,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,2,0.27,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,24,1995,11.6,30,2.58,16,2,2,3,7,3,0.26,3,0,0,0,0,0,Matches
Luca Gagliano,it ITA,"FW,MF",Cagliari,it Serie A,19,2000,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,19.0,53,2.79,43,2,0,4,4,4,0.21,3,0,0,0,1,0,Matches
Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,27.0,42,1.55,33,6,0,1,2,5,0.19,3,2,0,0,0,0,Matches
Nicolás Gaitán,ar ARG,"MF,FW",Lille,fr Ligue 1,31,1988,0.6,1,1.67,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marvin Gakpa,fr FRA,"MF,FW",Metz,fr Ligue 1,25,1993,5.2,15,2.88,11,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,22,2.25,16,0,1,3,2,3,0.31,1,0,0,1,1,0,Matches
Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,2,1.10,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,30,1.71,23,0,2,2,3,6,0.34,5,0,1,0,0,0,Matches
Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,24,1.22,19,2,1,1,1,1,0.05,1,0,0,0,0,0,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,55,2.99,54,0,1,0,0,6,0.33,6,0,0,0,0,0,Matches
Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,20,1999,13.8,32,2.32,21,1,3,0,7,5,0.36,2,0,0,0,3,0,Matches
Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,4,0.25,4,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,23,0.68,18,3,1,1,0,1,0.03,1,0,0,0,0,0,Matches
David García,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,16,0.52,14,2,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,3,0.34,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Javi García,es ESP,MF,Betis,es La Liga,32,1987,4.2,1,0.24,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Manu García,es ESP,MF,Alavés,es La Liga,33,1986,21.9,9,0.41,6,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
