player,nationality,position,squad,comp_level,age,birth_year,games,header_playing_minutes,header_playing_minutes_per_game,header_playing_minutes_pct,header_playing_minutes_90s,header_playing_games_starts,header_starts_minutes_per_start,header_starts_games_subs,header_subs_minutes_per_sub,header_subs_unused_subs,header_subs_points_per_match,header_team_success_on_goals_for,header_team_success_on_goals_against,header_team_success_plus_minus,header_team_success_plus_minus_per90,header_team_success_plus_minus_wowy,header_team_success_on_xg_for,header_xg_team_success_on_xg_against,header_xg_team_success_xg_plus_minus,header_xg_team_success_xg_plus_minus_per90,header_xg_team_success_xg_plus_minus_wowy,header_xg_team_success_matches
Karl Toko Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,18,993,55,29.0,11.0,11,75,7,23,1,1.39,19,15,+4,+0.36,-0.01,20.9,15.8,+5.1,+0.46,+0.22,Matches
Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,8,538,67,21.3,6.0,5,84,3,39,0,1.38,8,5,+3,+0.50,-0.04,7.5,5.3,+2.2,+0.37,-0.01,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,13,638,49,20.8,7.1,7,72,6,22,9,2.23,19,7,+12,+1.69,-0.39,18.3,8.8,+9.5,+1.34,-0.09,Matches
Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,27,"2,015",75,62.2,22.4,23,83,4,28,3,1.30,31,32,-1,-0.04,-0.27,30.2,38.5,-8.3,-0.37,-0.28,Matches
Rafael Tolói,br BRA,DF,Atalanta,it Serie A,28,1990,32,"2,518",79,77.7,28.0,28,88,4,11,2,2.03,67,37,+30,+1.07,-1.55,62.1,30.6,+31.5,+1.13,-0.35,Matches
Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,24,1994,14,"1,075",77,31.4,11.9,11,88,3,36,0,0.79,7,12,-5,-0.42,+0.58,11.1,14.3,-3.2,-0.27,+0.06,Matches
Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,29,"2,528",87,78.0,28.1,29,87,0,,0,1.28,36,45,-9,-0.32,-0.32,40.8,36.9,+3.9,+0.14,+0.64,Matches
James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,18,"1,582",88,46.3,17.6,18,88,0,,3,0.89,15,23,-8,-0.46,+0.08,14.6,24.7,-10.1,-0.57,-0.27,Matches
Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,15,"1,291",86,37.7,14.3,15,86,0,,12,1.93,27,18,+9,+0.63,+0.37,23.9,15.0,+8.9,+0.62,-0.28,Matches
Nenad Tomović,rs SRB,DF,SPAL,it Serie A,31,1987,21,"1,575",75,48.6,17.5,18,86,3,11,13,0.71,12,36,-24,-1.37,-0.24,18.6,31.5,-12.9,-0.74,-0.12,Matches
Sandro Tonali,it ITA,MF,Brescia,it Serie A,19,2000,33,"2,834",86,87.5,31.5,32,88,1,34,0,0.73,31,58,-27,-0.86,+2.47,36.8,61.1,-24.3,-0.77,+0.69,Matches
Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,8,684,86,21.1,7.6,8,86,0,,3,0.88,9,17,-8,-1.05,-0.84,11.3,13.2,-1.9,-0.25,-0.22,Matches
Lorenzo Tonelli,it ITA,DF,Napoli,it Serie A,29,1990,0,,,,,0,,0,,9,,,,,,,,,,,,Matches
Toño,es ESP,DF,Levante,es La Liga,29,1989,20,"1,589",79,46.5,17.7,18,87,2,10,9,1.05,15,23,-8,-0.45,-0.55,18.2,28.8,-10.7,-0.60,-0.19,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,10,715,72,23.4,7.9,9,76,1,30,2,0.50,7,15,-8,-1.01,-0.28,8.0,8.9,-0.8,-0.11,+0.16,Matches
Ernesto Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,23,"1,664",72,51.4,18.5,20,77,3,38,0,0.70,20,43,-23,-1.24,-0.16,24.5,39.6,-15.2,-0.82,+0.08,Matches
Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,29,"1,512",52,44.2,16.8,17,76,12,18,4,1.48,23,23,0,0.00,-0.38,21.2,26.2,-5.0,-0.30,-0.20,Matches
Daniel Torres,co COL,MF,Alavés,es La Liga,29,1989,0,,,,,0,,0,,5,,,,,,,,,,,,Matches
Ferrán Torres,es ESP,"MF,FW",Valencia,es La Liga,19,2000,34,"2,251",66,65.8,25.0,26,79,8,24,3,1.38,27,30,-3,-0.12,+0.19,27.2,38.2,-11.0,-0.44,-0.28,Matches
Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,24,1994,28,"1,596",57,46.7,17.7,21,68,7,25,5,1.96,26,16,+10,+0.56,+0.07,21.7,13.9,+7.8,+0.44,+0.10,Matches
Pau Torres,es ESP,DF,Villarreal,es La Liga,22,1997,34,"2,971",87,86.9,33.0,33,90,1,1,0,1.47,54,45,+9,+0.27,-0.73,52.1,41.0,+11.1,+0.34,+0.24,Matches
Roberto Torres,es ESP,"MF,FW",Osasuna,es La Liga,30,1989,36,"2,717",75,79.4,30.2,31,84,5,22,2,1.42,35,40,-5,-0.17,+0.22,37.2,37.6,-0.4,-0.01,+0.23,Matches
Lucas Torró,es ESP,"MF,FW",Eint Frankfurt,de Bundesliga,25,1994,7,331,47,10.8,3.7,4,68,3,20,11,1.57,3,6,-3,-0.82,-0.88,5.9,5.0,+0.9,+0.24,+0.18,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,18,"1,462",81,47.8,16.2,16,90,2,11,14,1.28,25,26,-1,-0.06,+0.50,22.8,25.9,-3.1,-0.19,+0.28,Matches
Cenk Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,5,177,35,5.2,2.0,2,74,3,10,0,1.60,1,2,-1,-0.51,-0.01,2.2,3.4,-1.2,-0.62,-0.20,Matches
Cenk Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,5,291,58,8.5,3.2,2,82,3,43,11,1.00,2,4,-2,-0.62,-0.33,3.3,3.6,-0.4,-0.11,-0.14,Matches
Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,25,1994,27,"2,221",82,88.1,24.7,24,89,3,29,0,1.37,23,24,-1,-0.04,+0.56,25.3,26.1,-0.8,-0.03,+1.54,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,19,"1,491",78,48.7,16.6,18,83,1,4,11,1.16,30,35,-5,-0.30,-0.53,26.4,27.9,-1.6,-0.10,-0.34,Matches
Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,24,"1,763",73,70.0,19.6,19,87,5,23,2,1.50,30,21,+9,+0.46,-0.25,25.0,17.4,+7.6,+0.39,+0.02,Matches
Andros Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,24,"1,294",54,37.8,14.4,14,81,10,16,5,1.04,8,23,-15,-1.04,-0.87,11.6,20.1,-8.5,-0.59,-0.26,Matches
Aleksandar Trajkovski,mk MKD,"MF,DF",Mallorca,es La Liga,26,1992,14,330,24,9.6,3.7,1,56,13,21,8,0.79,2,7,-5,-1.36,-0.78,5.1,6.8,-1.7,-0.47,+0.08,Matches
Abdoullaye Traoré,bf BFA,MF,Hellas Verona,it Serie A,19,2000,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Adama Traoré,ml MLI,"FW,MF",Metz,fr Ligue 1,24,1995,15,"1,007",67,40.0,11.2,12,79,3,18,2,1.20,11,11,0,0.00,+0.48,12.7,12.6,0.0,0.00,+0.44,Matches
Adama Traoré,ml MLI,MF,Monaco,fr Ligue 1,24,1995,2,25,13,1.0,0.3,0,,2,12,1,0.50,0,1,-1,-3.60,-3.64,0.1,0.2,-0.1,-0.38,-0.68,Matches
Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,23,1996,37,"2,605",70,76.2,28.9,27,86,10,29,1,1.57,44,33,+11,+0.38,+0.38,38.4,26.6,+11.8,+0.41,+0.29,Matches
Amad Traoré,ci CIV,FW,Atalanta,it Serie A,17,2002,3,27,9,0.8,0.3,0,,3,9,3,2.00,1,1,0,0.00,-1.43,0.4,0.5,-0.1,-0.30,-1.52,Matches
Bertrand Traoré,bf BFA,"FW,MF",Lyon,fr Ligue 1,23,1995,23,"1,253",54,49.7,13.9,14,75,9,22,4,1.35,28,11,+17,+1.22,+1.36,20.4,13.6,+6.8,+0.49,+0.21,Matches
Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,17,2001,0,,,,,0,,0,,5,,,,,,,,,,,,Matches
Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,20,"1,738",87,69.0,19.3,20,87,0,,0,1.20,20,21,-1,-0.05,+0.18,18.4,24.6,-6.2,-0.32,-0.35,Matches
Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,27,1992,27,"2,411",89,95.7,26.8,27,89,0,,0,1.81,37,22,+15,+0.56,+1.39,34.7,26.8,+7.9,+0.29,+0.83,Matches
Ibrahima Traoré,gn GUI,FW,M'gladbach,de Bundesliga,31,1988,7,152,22,5.0,1.7,1,71,6,14,13,2.29,4,1,+3,+1.78,+1.06,4.0,1.6,+2.4,+1.41,+0.72,Matches
Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,32,1986,23,"2,052",89,81.4,22.8,23,89,0,,2,1.30,21,22,-1,-0.04,+0.73,23.4,24.1,-0.7,-0.03,+0.04,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22,"1,980",90,64.7,22.0,22,90,0,,1,1.64,40,38,+2,+0.09,+0.34,33.5,31.9,+1.6,+0.07,-0.01,Matches
Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,19,"1,476",78,58.6,16.4,17,85,2,17,3,1.11,17,27,-10,-0.61,-0.09,18.5,20.4,-1.9,-0.12,+0.24,Matches
Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,90,90,2.6,1.0,1,90,0,,1,0.00,0,3,-3,-3.00,-2.41,0.3,1.9,-1.6,-1.62,-1.29,Matches
Luca Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,1,15,15,0.5,0.2,0,,1,15,3,0.00,0,0,0,0.00,+1.17,0.1,1.0,-0.9,-5.63,-4.79,Matches
Trézéguet,eg EGY,"FW,MF",Aston Villa,eng Premier League,24,1994,34,"1,950",57,57.0,21.7,20,78,14,27,3,0.91,22,28,-6,-0.28,+0.95,19.7,37.1,-17.4,-0.80,-0.26,Matches
Manu Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,29,"1,547",53,45.2,17.2,17,82,12,12,7,1.48,30,20,+10,+0.58,+0.39,26.6,21.6,+5.0,+0.29,-0.03,Matches
Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,32,"2,863",89,93.6,31.8,32,89,0,,0,1.19,38,53,-15,-0.47,+0.44,36.7,49.2,-12.4,-0.39,+0.28,Matches
Alessandro Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,2,135,68,4.2,1.5,1,90,1,45,14,0.00,4,4,0,0.00,-0.06,1.5,3.3,-1.8,-1.21,-0.98,Matches
Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,25,"1,979",79,57.9,22.0,23,84,2,22,8,1.96,30,15,+15,+0.68,+0.12,33.3,15.7,+17.6,+0.80,+0.52,Matches
William Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,28,"2,396",86,74.0,26.6,27,89,1,2,6,1.14,27,41,-14,-0.53,-0.53,29.8,39.2,-9.4,-0.35,-0.15,Matches
Leandro Trossard,be BEL,"FW,MF",Brighton,eng Premier League,24,1994,31,"2,011",65,58.8,22.3,22,81,9,26,3,0.97,22,34,-12,-0.54,-0.35,26.0,32.1,-6.1,-0.27,+0.14,Matches
Alexis Trouillet,fr FRA,MF,Nice,fr Ligue 1,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Tom Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,16,"1,130",71,33.0,12.6,14,77,2,29,14,0.63,12,26,-14,-1.12,+0.26,13.7,18.0,-4.3,-0.34,+0.39,Matches
Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,33,1985,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2002,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Axel Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,5,189,38,5.5,2.1,2,90,3,3,9,1.60,1,3,-2,-0.95,-1.84,1.9,2.6,-0.7,-0.31,-0.94,Matches
Roman Tugarinov,ru RUS,DF,Espanyol,es La Liga,19,1999,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Georgi Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,8,205,26,6.3,2.3,2,72,6,10,15,0.38,1,5,-4,-1.76,-0.54,2.4,4.7,-2.3,-1.01,-0.36,Matches
Ľubomír Tupta,sk SVK,"FW,MF",Hellas Verona,it Serie A,21,1998,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
Stefano Turati,it ITA,GK,Sassuolo,it Serie A,,,2,180,90,5.6,2.0,2,90,0,,17,1.00,4,4,0,0.00,-0.06,2.6,5.0,-2.4,-1.22,-1.02,Matches
Gennaro Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,6,225,38,6.9,2.5,2,72,4,20,9,0.67,1,3,-2,-0.80,-0.74,2.3,4.7,-2.3,-0.93,-0.88,Matches
Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,13,"1,102",85,43.7,12.2,12,90,1,24,5,1.38,14,15,-1,-0.08,+0.36,11.7,18.3,-6.6,-0.54,-0.50,Matches
Hwang Ui-jo,kr KOR,"FW,MF",Bordeaux,fr Ligue 1,26,1992,24,"1,633",68,64.8,18.1,19,80,5,24,2,1.25,24,26,-2,-0.11,-0.92,21.3,24.3,-3.0,-0.17,-0.08,Matches
Anthony Ujah,ng NGA,"FW,MF",Union Berlin,de Bundesliga,28,1990,24,949,40,31.0,10.5,10,70,14,18,10,1.13,14,18,-4,-0.38,+0.17,12.1,18.9,-6.8,-0.65,-0.34,Matches
Samir Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,0,,,,,0,,0,,33,,,,,,,,,,,,Matches
Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1,90,90,2.9,1.0,1,90,0,,32,1.50,4,6,-2,-2.00,-4.12,2.0,1.9,+0.2,+0.18,-1.26,Matches
Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,25,1993,13,949,73,27.7,10.5,10,90,3,16,12,2.38,24,12,+12,+1.14,-0.17,18.3,8.8,+9.5,+0.91,+0.16,Matches
Enes Ünal,tr TUR,FW,Valladolid,es La Liga,22,1997,35,"2,344",67,68.5,26.0,23,87,12,29,1,1.14,26,31,-5,-0.19,+0.31,27.2,32.9,-5.7,-0.22,+0.21,Matches
Luca Unbehaun,de GER,GK,Dortmund,de Bundesliga,18,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Cengiz Ünder,tr TUR,FW,Roma,it Serie A,22,1997,17,838,49,25.9,9.3,10,70,7,20,10,1.59,20,18,+2,+0.21,-0.57,20.1,12.3,+7.8,+0.83,+0.30,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20,1998,28,"2,357",84,77.0,26.2,27,86,1,45,0,1.86,66,32,+34,+1.30,+0.02,57.1,30.3,+26.9,+1.03,+0.10,Matches
Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,27,1991,15,"1,162",77,38.0,12.9,14,82,1,13,0,1.07,24,26,-2,-0.15,+0.60,23.8,20.4,+3.4,+0.26,+0.66,Matches
Mark Uth,de GER,"FW,MF",Schalke 04,de Bundesliga,27,1991,8,353,44,11.5,3.9,4,67,4,21,3,1.75,9,7,+2,+0.51,+1.24,4.3,5.7,-1.5,-0.37,+0.06,Matches
Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,30,1989,33,"2,925",89,85.5,32.5,33,89,0,,0,1.73,44,31,+13,+0.40,-0.87,40.8,29.9,+10.9,+0.33,-0.36,Matches
Álvaro Vadillo,es ESP,"FW,MF",Granada,es La Liga,24,1994,22,"1,218",55,35.6,13.5,15,71,7,23,5,1.27,12,17,-5,-0.37,-0.86,12.9,14.3,-1.3,-0.10,-0.16,Matches
William Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,21,"1,715",82,68.1,19.1,21,82,0,,2,0.62,16,40,-24,-1.26,+0.08,22.7,28.7,-6.0,-0.31,+0.43,Matches
Mirko Valdifiori,it ITA,MF,SPAL,it Serie A,33,1986,21,"1,355",65,41.8,15.1,14,86,7,22,13,0.71,10,28,-18,-1.20,+0.09,15.0,23.9,-8.9,-0.59,+0.15,Matches
Pierrick Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,31,1988,2,68,34,2.7,0.8,1,58,1,10,0,0.00,1,2,-1,-1.32,-0.81,1.1,1.5,-0.4,-0.52,-0.03,Matches
Germán Valera,es ESP,FW,Atlético Madrid,es La Liga,17,2002,1,4,4,0.1,0.0,0,,1,4,0,3.00,0,0,0,0.00,-0.63,0.1,0.1,-0.1,-1.84,-2.43,Matches
Antoine Valerio,fr FRA,MF,Nîmes,fr Ligue 1,19,1999,5,87,17,3.5,1.0,1,71,4,4,7,0.80,1,2,-1,-1.03,-0.52,1.0,1.7,-0.7,-0.72,-0.24,Matches
Borja Valero,es ESP,MF,Inter,it Serie A,34,1985,18,843,47,26.0,9.4,8,86,10,15,17,2.06,23,8,+15,+1.60,+0.63,20.7,9.5,+11.2,+1.19,+0.41,Matches
Yan Valery,fr FRA,DF,Southampton,eng Premier League,20,1999,11,779,71,22.8,8.7,10,76,1,15,10,0.91,9,20,-11,-1.27,-1.34,9.0,15.1,-6.1,-0.71,-0.95,Matches
Martin Valjent,sk SVK,DF,Mallorca,es La Liga,23,1995,36,"3,182",88,93.0,35.4,36,88,0,,0,0.92,40,59,-19,-0.54,+1.73,37.0,54.4,-17.4,-0.49,+0.74,Matches
Jesús Vallejo,es ESP,DF,Wolves,eng Premier League,22,1997,2,163,82,4.8,1.8,1,90,1,73,10,0.50,3,6,-3,-1.66,-2.04,2.4,3.1,-0.7,-0.38,-0.75,Matches
Jesús Vallejo,es ESP,DF,Granada,es La Liga,22,1997,11,629,57,18.4,7.0,7,87,4,6,4,1.55,10,6,+4,+0.57,+0.48,5.9,8.3,-2.4,-0.35,-0.44,Matches
Manu Vallejo,es ESP,"MF,FW",Valencia,es La Liga,22,1997,11,418,38,12.2,4.6,3,72,8,25,10,1.73,10,5,+5,+1.08,+1.44,6.8,5.6,+1.2,+0.26,+0.69,Matches
Luca Valls,fr FRA,FW,Nîmes,fr Ligue 1,20,1998,1,11,11,0.4,0.1,0,,1,10,1,0.00,0,0,0,0.00,+0.54,0.0,0.5,-0.5,-4.23,-3.76,Matches
Theo Valls,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,23,"1,632",71,64.8,18.1,20,79,3,15,2,0.91,17,26,-9,-0.50,+0.11,19.2,27.9,-8.7,-0.48,+0.02,Matches
Mattia Valoti,it ITA,"MF,FW",SPAL,it Serie A,25,1993,25,"1,403",56,43.3,15.6,16,75,9,23,4,0.60,14,25,-11,-0.71,+0.96,18.1,28.7,-10.6,-0.68,0.00,Matches
Federico Valverde,uy URU,MF,Real Madrid,es La Liga,21,1998,33,"1,907",58,55.8,21.2,21,83,12,14,2,2.30,43,12,+31,+1.46,+0.63,38.3,17.9,+20.4,+0.96,+0.09,Matches
Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,26,1993,32,"2,822",88,82.5,31.4,32,88,0,,4,2.38,62,21,+41,+1.31,+0.71,53.8,25.8,+28.0,+0.89,-0.18,Matches
Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,32,1987,35,"3,033",87,88.7,33.7,34,88,1,32,0,1.60,58,38,+20,+0.59,-0.80,53.0,40.8,+12.2,+0.36,-0.42,Matches
Matías Vargas,ar ARG,"FW,MF",Espanyol,es La Liga,21,1997,21,"1,024",49,29.9,11.4,10,80,11,20,10,0.81,6,17,-11,-0.97,-0.22,10.6,11.4,-0.8,-0.07,+0.34,Matches
Ruben Vargas,ch SUI,"FW,MF",Augsburg,de Bundesliga,20,1998,33,"2,530",77,82.7,28.1,29,84,4,25,0,1.00,34,53,-19,-0.68,-0.85,35.7,46.9,-11.3,-0.40,-0.39,Matches
Thibaut Vargas,fr FRA,"DF,MF",Montpellier,fr Ligue 1,19,2000,3,151,50,6.0,1.7,2,71,1,10,4,2.00,3,2,+1,+0.60,+0.60,3.4,2.7,+0.7,+0.41,+0.52,Matches
Sebastian Vasiliadis,gr GRE,MF,Paderborn 07,de Bundesliga,21,1997,32,"2,808",88,91.8,31.2,32,88,0,,0,0.53,33,64,-31,-0.99,+1.15,35.6,57.9,-22.4,-0.72,+1.21,Matches
Indiana Vassilev,us USA,"FW,MF",Aston Villa,eng Premier League,18,2001,4,51,13,1.5,0.6,0,,4,13,8,1.00,2,1,+1,+1.76,+2.49,0.6,1.5,-0.9,-1.59,-0.92,Matches
Denis Vavro,sk SVK,DF,Lazio,it Serie A,23,1996,9,293,33,9.0,3.3,1,90,8,25,23,1.67,6,7,-1,-0.31,-1.47,5.2,5.6,-0.4,-0.11,-0.61,Matches
Franco Vázquez,ar ARG,"MF,FW",Sevilla,es La Liga,30,1989,31,"1,098",35,32.1,12.2,11,70,20,17,4,1.84,18,14,+4,+0.33,-0.29,16.1,12.6,+3.5,+0.29,-0.14,Matches
Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,26,1993,17,"1,325",78,38.7,14.7,16,81,1,25,11,1.06,20,20,0,0.00,+0.52,20.8,17.6,+3.2,+0.22,+0.56,Matches
Lucas Vázquez,es ESP,"MF,FW",Real Madrid,es La Liga,28,1991,18,848,47,24.8,9.4,8,87,10,16,4,2.33,23,11,+12,+1.27,+0.12,18.9,8.0,+10.9,+1.16,+0.31,Matches
Matías Vecino,uy URU,MF,Inter,it Serie A,27,1991,20,"1,282",64,39.6,14.2,14,83,6,20,3,2.10,30,13,+17,+1.19,+0.09,23.0,15.7,+7.3,+0.51,-0.62,Matches
Koke Vegas,es ESP,GK,Levante,es La Liga,23,1995,2,180,90,5.3,2.0,2,90,0,,14,3.00,4,2,+2,+1.00,+1.22,3.1,3.6,-0.5,-0.24,+0.28,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,23,1995,24,"2,051",85,67.0,22.8,23,88,1,20,3,0.83,27,49,-22,-0.97,-0.52,26.9,34.3,-7.5,-0.33,-0.30,Matches
Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,33,1986,32,"2,631",82,81.2,29.2,30,86,2,33,0,1.34,34,35,-1,-0.03,+0.41,36.2,39.8,-3.6,-0.12,-0.06,Matches
Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,18,2000,1,73,73,2.1,0.8,1,73,0,,2,0.00,0,1,-1,-1.23,-1.34,0.4,0.4,-0.1,-0.09,+0.11,Matches
Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,24,1995,14,727,52,22.4,8.1,8,80,6,15,22,1.29,9,11,-2,-0.25,-0.21,10.3,12.3,-2.0,-0.25,-0.41,Matches
Brayan Vera,co COL,"DF,MF",Lecce,it Serie A,20,1999,7,134,19,4.1,1.5,1,77,6,10,29,0.43,1,2,-1,-0.67,+0.26,1.5,3.3,-1.8,-1.24,-0.42,Matches
Simone Verdi,it ITA,"MF,FW",Torino,it Serie A,27,1992,31,"1,893",61,58.4,21.0,24,71,7,26,0,0.94,27,37,-10,-0.48,+0.26,26.9,37.0,-10.2,-0.48,+0.10,Matches
Simone Verdi,it ITA,"FW,MF",Napoli,it Serie A,27,1992,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Jordan Veretout,fr FRA,MF,Roma,it Serie A,26,1993,32,"2,610",82,80.6,29.0,30,86,2,15,3,1.84,53,36,+17,+0.59,-0.27,55.4,38.7,+16.7,+0.58,-0.17,Matches
Edoardo Vergani,it ITA,FW,Inter,it Serie A,18,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Théo Vermot,fr FRA,GK,Saint-Étienne,fr Ligue 1,22,1997,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,26,1992,20,"1,482",74,61.0,16.5,15,87,5,35,1,2.65,52,15,+37,+2.25,+0.92,43.1,15.4,+27.8,+1.69,-0.34,Matches
Valerio Verre,it ITA,"FW,MF",Hellas Verona,it Serie A,25,1994,32,"1,774",55,54.8,19.7,22,68,10,27,3,1.38,30,24,+6,+0.30,+0.92,28.3,24.2,+4.1,+0.21,+0.71,Matches
Michael Verrips,nl NED,GK,Sheffield Utd,eng Premier League,22,1996,0,,,,,0,,0,,12,,,,,,,,,,,,Matches
Birger Verstraete,be BEL,MF,Köln,de Bundesliga,25,1994,9,665,74,21.7,7.4,7,83,2,43,3,0.78,6,15,-9,-1.22,-0.88,6.8,12.2,-5.4,-0.73,-0.74,Matches
Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,32,1987,23,"1,645",72,48.1,18.3,19,86,4,3,11,1.57,27,24,+3,+0.16,-0.39,21.8,25.6,-3.8,-0.21,-0.07,Matches
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,26,1993,20,"1,269",63,37.1,14.1,13,85,7,24,5,1.20,12,16,-4,-0.28,-0.58,13.3,20.6,-7.3,-0.52,-0.50,Matches
Jannik Vestergaard,dk DEN,DF,Southampton,eng Premier League,26,1992,19,"1,497",79,43.8,16.6,17,87,2,12,12,1.11,22,26,-4,-0.24,-0.01,22.6,21.7,+1.0,+0.06,+0.07,Matches
Rúben Vezo,pt POR,DF,Levante,es La Liga,25,1994,29,"2,610",90,76.3,29.0,29,90,0,,1,1.28,36,38,-2,-0.07,+0.38,30.8,45.1,-14.3,-0.49,+0.03,Matches
Francesco Vicari,it ITA,DF,SPAL,it Serie A,24,1994,33,"2,808",85,86.7,31.2,32,87,1,12,2,0.61,23,59,-36,-1.15,+0.72,32.3,53.6,-21.4,-0.69,-0.05,Matches
Fede Vico,es ESP,"MF,FW",Granada,es La Liga,25,1994,18,876,49,25.6,9.7,11,65,7,23,3,1.50,14,14,0,0.00,-0.25,10.3,9.4,+0.8,+0.09,+0.11,Matches
Aleix Vidal,es ESP,MF,Alavés,es La Liga,29,1989,29,"2,165",75,63.3,24.1,26,80,3,25,1,1.14,25,33,-8,-0.33,+0.89,25.4,32.3,-6.9,-0.29,+0.36,Matches
Arturo Vidal,cl CHI,MF,Barcelona,es La Liga,32,1987,33,"1,671",51,48.9,18.6,16,79,17,24,3,2.12,48,17,+31,+1.67,+0.79,36.7,17.9,+18.8,+1.01,+0.43,Matches
Clément Vidal,fr FRA,DF,Montpellier,fr Ligue 1,19,2000,1,90,90,3.6,1.0,1,90,0,,12,1.00,2,2,0,0.00,-0.04,1.4,1.3,+0.1,+0.06,+0.15,Matches
Nacho Vidal,es ESP,DF,Osasuna,es La Liga,24,1995,30,"2,332",78,68.2,25.9,26,87,4,15,2,1.63,32,33,-1,-0.04,+0.54,31.9,29.4,+2.6,+0.10,+0.50,Matches
Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,21,1998,25,"1,676",67,51.7,18.6,18,83,7,26,3,0.92,16,32,-16,-0.86,-0.97,22.4,26.0,-3.6,-0.19,-0.23,Matches
