player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_touches_touches,header_touches_touches_def_pen_area,header_touches_touches_def_3rd,header_touches_touches_mid_3rd,header_touches_touches_att_3rd,header_touches_touches_att_pen_area,header_touches_touches_live_ball,header_dribbles_dribbles_completed,header_dribbles_dribbles,header_dribbles_dribbles_completed_pct,header_dribbles_players_dribbled_past,header_dribbles_nutmegs,header_carries_carries,header_carries_carry_distance,header_carries_carry_progressive_distance,header_receiving_pass_targets,header_receiving_passes_received,header_receiving_passes_received_pct,miscontrols,dispossessed,matches
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,10.6,787,31,241,369,250,2,674,17,26,65.4,17,0,508,3556,2240,545,512,93.9,7,14,Matches
Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,80,1,5,38,42,19,79,8,12,66.7,8,1,62,410,250,115,57,49.6,9,7,Matches
Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,665,32,188,280,242,16,539,6,9,66.7,7,0,344,1972,1147,400,353,88.3,12,10,Matches
Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,2057,119,582,894,680,54,1789,46,73,63.0,46,7,1198,5613,3135,1297,1146,88.4,36,31,Matches
Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,724,8,89,358,328,41,644,12,27,44.4,12,2,466,2803,1518,635,474,74.6,29,19,Matches
Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,575,2,28,251,329,98,554,15,33,45.5,19,1,343,2361,1244,840,395,47.0,43,34,Matches
Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,103,1,16,41,60,10,103,4,7,57.1,4,0,77,697,421,92,70,76.1,1,6,Matches
Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,1012,107,448,556,62,14,915,3,5,60.0,3,0,519,2886,1444,509,486,95.5,5,4,Matches
Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,178,4,19,80,93,34,175,10,18,55.6,11,0,126,946,592,223,129,57.8,27,11,Matches
Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,13.6,457,21,68,204,213,54,448,21,32,65.6,22,1,290,1730,786,572,303,53.0,40,22,Matches
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35.0,1366,30,178,671,637,136,1331,75,117,64.1,78,4,1012,7697,3824,1682,956,56.8,99,108,Matches
Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,2017,139,975,977,228,29,1888,11,13,84.6,11,1,1327,7522,4754,1419,1362,96.0,11,4,Matches
Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,522,11,101,318,138,21,506,3,8,37.5,3,0,320,2078,883,422,301,71.3,17,16,Matches
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,3273,131,985,1550,877,98,2878,15,24,62.5,17,1,1948,7186,4096,2231,2095,93.9,24,13,Matches
Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,750,30,242,387,179,8,650,17,27,63.0,19,1,472,2834,1881,448,427,95.3,12,10,Matches
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,1614,102,530,1033,164,15,1595,46,54,85.2,47,1,1135,6788,3026,1016,955,94.0,25,40,Matches
Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,537,33,80,252,244,88,521,17,31,54.8,17,0,339,2284,1261,665,378,56.8,46,25,Matches
Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,205,5,12,92,109,38,193,6,11,54.5,7,0,127,665,319,267,149,55.8,16,10,Matches
Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,1157,60,274,727,214,12,1111,21,26,80.8,24,0,715,3124,1583,801,769,96.0,14,16,Matches
Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,8,0,5,4,1,0,4,0,0,,0,0,4,45,27,4,3,75.0,0,0,Matches
Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,7,0,0,6,3,1,7,0,0,,0,0,3,4,1,12,6,50.0,0,0,Matches
Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,6,0,3,3,1,0,5,0,0,,0,0,2,10,0,6,3,50.0,0,0,Matches
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,340,5,19,163,171,53,320,3,13,23.1,4,0,232,1369,598,473,254,53.7,36,27,Matches
Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,1097,52,355,659,157,6,1067,11,15,73.3,11,0,620,3160,1371,591,556,94.1,12,10,Matches
Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,637,7,72,292,345,55,591,43,74,58.1,44,2,495,3709,2176,615,459,74.6,27,20,Matches
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,87,15,39,50,0,0,87,1,1,100.0,1,0,58,249,145,52,52,100.0,0,2,Matches
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,820,180,609,247,7,4,799,0,1,0.0,0,0,523,2853,1093,550,538,97.8,0,5,Matches
Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,257,23,63,98,103,1,205,1,2,50.0,2,0,136,496,282,150,137,91.3,3,3,Matches
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,23,17,23,0,0,0,13,0,0,,0,0,5,16,8,4,4,100.0,0,0,Matches
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,1233,31,229,791,284,39,1222,31,56,55.4,33,2,865,5048,2438,935,869,92.9,30,34,Matches
Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,283,15,70,179,54,6,276,10,12,83.3,10,0,204,1229,563,209,190,90.9,7,5,Matches
Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,100,4,34,53,19,0,95,1,1,100.0,1,0,80,278,80,88,86,97.7,2,1,Matches
Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,1524,76,444,739,458,25,1356,31,63,49.2,38,3,901,5357,3051,916,815,89.0,35,26,Matches
Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,653,96,350,311,27,16,635,0,0,,0,0,308,1777,977,344,329,95.6,2,0,Matches
Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,417,12,49,189,205,50,401,6,12,50.0,6,1,253,1422,767,502,315,62.7,25,17,Matches
George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,1937,105,417,691,932,64,1641,43,67,64.2,46,0,1156,7492,3888,1250,1055,84.4,33,31,Matches
Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,618,11,70,308,296,52,601,17,30,56.7,19,0,431,3224,1851,644,512,79.5,27,16,Matches
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,317,17,93,157,78,1,261,1,2,50.0,1,0,150,775,426,159,145,91.2,3,2,Matches
Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,142,12,52,93,2,0,138,1,3,33.3,2,0,110,505,183,110,107,97.3,0,1,Matches
Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,5,0,2,3,1,0,5,0,0,,0,0,3,32,26,4,4,100.0,0,0,Matches
Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,1067,51,334,541,292,22,914,30,50,60.0,33,0,687,5130,3114,686,625,91.1,23,15,Matches
Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,315,2,69,204,57,2,297,1,3,33.3,3,0,219,1012,548,240,213,88.8,5,6,Matches
Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,571,26,75,281,249,50,538,11,22,50.0,11,0,362,1987,985,628,427,68.0,30,12,Matches
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,321,9,113,148,72,3,263,4,4,100.0,4,0,182,799,384,190,177,93.2,1,4,Matches
Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,1110,13,113,566,539,68,1054,48,80,60.0,51,6,909,6944,3888,983,789,80.3,35,60,Matches
Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,2637,25,441,1662,723,32,2393,45,63,71.4,47,0,1963,10373,5718,2158,2030,94.1,46,48,Matches
Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,1436,204,823,647,46,21,1388,2,4,50.0,2,0,771,4796,2341,854,837,98.0,7,1,Matches
Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,135,3,20,65,61,3,130,6,6,100.0,6,0,98,732,364,114,91,79.8,7,4,Matches
Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,13.2,746,27,198,407,214,31,736,8,21,38.1,11,1,492,3757,2235,652,551,84.5,8,17,Matches
Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,275,16,89,148,46,3,235,1,2,50.0,1,0,145,607,306,161,148,91.9,6,0,Matches
Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,959,103,424,517,94,11,942,10,16,62.5,13,2,697,4039,2466,745,719,96.5,13,9,Matches
Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,47,0,6,15,27,1,42,0,0,,0,0,37,186,114,36,34,94.4,0,0,Matches
Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,1133,30,205,568,431,51,1061,38,59,64.4,40,1,837,4683,2715,995,793,79.7,51,30,Matches
Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,1130,95,343,592,240,11,898,5,8,62.5,5,0,460,2392,1196,520,488,93.8,6,7,Matches
Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,20.4,1364,29,241,814,422,36,1345,36,56,64.3,39,1,1051,6199,3133,1106,1013,91.6,28,26,Matches
Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,345,21,95,210,59,4,342,6,7,85.7,6,1,208,994,463,215,199,92.6,5,4,Matches
Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,16.8,641,44,184,328,169,28,625,5,14,35.7,6,0,376,2012,1043,470,389,82.8,21,16,Matches
Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,138,4,19,62,76,11,136,11,17,64.7,12,0,116,934,638,158,101,63.9,12,11,Matches
Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,779,15,93,405,339,43,769,33,42,78.6,34,1,650,3910,1859,695,618,88.9,20,37,Matches
Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,45,4,12,26,9,0,44,0,1,0.0,0,0,23,78,43,34,25,73.5,2,1,Matches
Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,435,15,45,195,213,55,426,11,17,64.7,13,0,257,1055,452,706,298,42.2,41,20,Matches
Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,1019,14,104,414,592,134,1016,37,78,47.4,43,4,781,6326,4327,1114,823,73.9,50,40,Matches
Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,518,28,119,229,196,10,460,3,4,75.0,3,1,329,1292,690,380,361,95.0,4,1,Matches
Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,11.4,481,28,112,191,218,18,407,7,20,35.0,9,3,298,1942,1149,345,299,86.7,10,11,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,498,19,121,302,92,9,485,4,8,50.0,5,0,260,950,510,272,247,90.8,9,7,Matches
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,280,6,26,111,164,39,271,22,45,48.9,23,2,239,1884,1133,272,213,78.3,15,12,Matches
Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,42,0,2,31,11,1,40,0,0,,0,0,26,89,37,32,28,87.5,0,1,Matches
Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,20,1998,13.5,756,13,85,357,382,76,695,40,62,64.5,45,3,560,4097,2442,717,549,76.6,41,26,Matches
Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,93,1,2,32,62,27,91,5,6,83.3,6,0,76,446,211,148,71,48.0,8,9,Matches
Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,208,7,28,96,97,12,202,6,10,60.0,6,0,152,875,413,180,146,81.1,14,7,Matches
Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28.0,2000,310,1116,878,106,31,1934,13,19,68.4,16,2,1223,6492,3635,1336,1295,96.9,16,11,Matches
Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,897,51,208,498,235,9,802,13,20,65.0,13,0,525,2984,1421,533,482,90.4,14,19,Matches
Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,1951,249,801,879,368,42,1788,27,32,84.4,27,0,962,5324,2915,989,905,91.5,20,15,Matches
Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,729,22,126,499,154,4,676,18,23,78.3,19,1,498,3053,1726,537,485,90.3,19,19,Matches
Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,293,15,93,170,35,3,267,1,1,100.0,1,0,166,637,246,182,176,96.7,1,2,Matches
Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4.0,189,6,50,82,75,11,172,9,11,81.8,9,1,125,911,536,121,99,81.8,7,9,Matches
Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,813,34,173,469,247,24,717,28,43,65.1,30,0,547,4237,2835,548,475,86.7,16,19,Matches
Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,7,1,1,5,3,1,7,0,0,,0,0,5,30,19,7,4,57.1,1,0,Matches
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,19.5,1491,186,613,843,162,15,1427,8,15,53.3,10,0,1008,6521,4095,1072,1058,98.7,4,6,Matches
Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.1,490,61,236,250,50,7,480,14,19,73.7,14,0,359,2249,1351,357,348,97.5,2,5,Matches
Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,6,0,1,2,4,0,6,0,0,,0,0,5,47,12,5,5,100.0,1,0,Matches
Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,120,2,13,54,61,32,114,4,8,50.0,6,0,84,522,300,181,87,48.1,10,4,Matches
Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,1000,40,281,534,240,22,924,10,13,76.9,10,1,615,2864,1510,688,619,90.0,12,10,Matches
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,1381,1078,1358,30,0,0,1022,0,0,,0,0,727,2900,1581,656,653,99.5,0,0,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,1338,41,298,864,228,26,1299,9,10,90.0,9,0,858,3191,1210,1021,939,92.0,15,20,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,770,15,122,402,305,93,741,22,55,40.0,26,2,493,3423,2008,737,547,74.2,47,27,Matches
Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,146,3,20,70,68,21,145,8,15,53.3,8,1,106,909,586,144,94,65.3,15,22,Matches
Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,992,40,159,471,442,95,964,53,96,55.2,57,4,704,5151,3248,1075,704,65.5,71,72,Matches
Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,23.6,1249,207,682,578,64,17,1207,2,6,33.3,2,1,749,3683,2149,801,780,97.4,11,7,Matches
Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6.0,172,4,36,62,87,11,171,9,13,69.2,9,1,131,1094,685,231,124,53.7,10,3,Matches
Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,201,12,69,95,53,12,178,4,9,44.4,4,1,121,1014,656,138,113,81.9,6,4,Matches
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,1939,260,947,1009,45,17,1878,2,2,100.0,2,0,896,3872,1855,966,953,98.7,5,1,Matches
Asmir Begović,ba BIH,GK,Milan,it Serie A,32,1987,1.4,39,35,38,1,0,0,22,0,0,,0,0,16,55,36,16,16,100.0,0,0,Matches
Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,11.0,510,24,121,347,73,1,499,7,7,100.0,7,2,305,1528,648,333,312,93.7,6,11,Matches
Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,48,2,4,24,26,10,44,1,5,20.0,1,0,33,299,221,63,33,52.4,8,3,Matches
Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,437,24,139,226,91,2,367,3,7,42.9,5,0,235,981,551,269,252,93.7,4,1,Matches
Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3.0,94,2,6,34,56,23,91,10,14,71.4,10,0,69,405,214,163,79,48.5,5,6,Matches
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,1075,54,315,681,156,9,1060,22,30,73.3,23,0,777,4415,1996,775,709,91.5,19,21,Matches
Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,36,2,20,11,8,0,28,0,0,,0,0,23,110,56,27,22,81.5,1,2,Matches
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,15,0,2,5,8,1,14,0,0,,0,0,13,44,15,14,14,100.0,0,0,Matches
Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,933,9,94,404,537,95,884,50,87,57.5,53,5,763,5866,3898,881,713,80.9,27,41,Matches
Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,920,21,184,574,251,25,896,32,50,64.0,35,0,679,4647,2393,717,619,86.3,34,36,Matches
Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,837,34,254,430,212,28,710,16,35,45.7,21,2,489,2887,1810,548,500,91.2,11,16,Matches
Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,32.2,1183,22,84,571,645,211,1125,38,74,51.4,40,2,785,6675,4608,1451,863,59.5,77,78,Matches
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,1047,36,237,671,215,14,1016,17,26,65.4,18,1,775,4169,1673,857,751,87.6,22,28,Matches
Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,13,0,3,5,6,0,13,0,0,,0,0,7,63,53,10,7,70.0,0,2,Matches
Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,77,1,12,51,26,3,72,10,15,66.7,11,0,69,587,312,71,60,84.5,3,9,Matches
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24.0,1064,11,72,502,582,158,1013,37,56,66.1,39,2,800,4978,3018,1258,823,65.4,55,46,Matches
Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,449,12,95,193,195,29,438,7,13,53.8,7,0,295,1542,837,371,302,81.4,9,11,Matches
Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,207,0,18,122,81,25,199,4,10,40.0,4,0,138,739,361,226,156,69.0,12,8,Matches
Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,1263,44,318,751,278,32,1109,12,16,75.0,13,2,749,4118,2311,846,784,92.7,14,7,Matches
Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,30.3,2864,235,1405,1552,80,30,2812,5,5,100.0,5,1,1987,9503,3832,2086,2046,98.1,6,8,Matches
Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,33,1986,23.3,739,23,53,378,335,98,684,21,30,70.0,22,1,423,2123,629,948,529,55.8,42,31,Matches
László Bénes,sk SVK,MF,M'gladbach,de Bundesliga,21,1997,10.0,622,5,101,333,225,16,548,12,16,75.0,12,1,403,1844,1065,486,406,83.5,12,6,Matches
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26.0,842,775,841,5,0,0,600,0,0,,0,0,367,1581,814,357,354,99.2,1,1,Matches
Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,21.1,1518,83,444,913,284,26,1330,8,16,50.0,10,1,975,5826,3054,1048,981,93.6,19,14,Matches
Bilal Benkhedim,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2001,1.5,86,0,11,52,34,4,80,1,3,33.3,1,0,66,438,217,63,51,81.0,3,6,Matches
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,25.9,1946,64,460,1251,393,12,1835,63,78,80.8,65,0,1434,8332,4115,1342,1275,95.0,18,42,Matches
Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,6.7,315,50,166,134,27,7,300,0,0,,0,0,144,477,235,162,157,96.9,0,3,Matches
Ryan Bennett,eng ENG,DF,Leicester City,eng Premier League,29,1990,3.7,248,12,105,138,22,0,228,0,0,,0,0,132,728,372,162,155,95.7,0,0,Matches
Keanen Bennetts,eng ENG,MF,M'gladbach,de Bundesliga,20,1999,0.0,1,0,0,0,1,0,1,0,0,,0,0,0,0,0,3,1,33.3,0,0,Matches
Yassine Benrahou,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,20,1999,1.9,139,2,20,71,62,2,125,1,3,33.3,2,0,99,485,217,122,93,76.2,7,7,Matches
Yassine Benrahou,fr FRA,"MF,FW",Nîmes,fr Ligue 1,20,1999,8.5,453,1,47,184,246,25,383,19,39,48.7,21,2,327,2004,1056,396,296,74.7,29,32,Matches
Ramy Bensebaini,dz ALG,DF,M'gladbach,de Bundesliga,24,1995,16.1,1154,62,369,607,250,33,986,22,37,59.5,24,4,663,3386,2022,705,648,91.9,9,18,Matches
Nabil Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,1994,8.3,482,24,142,301,56,2,471,6,8,75.0,6,1,266,1065,416,299,288,96.3,1,4,Matches
Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,23.6,1829,55,348,1120,466,19,1749,26,38,68.4,30,4,1247,5431,2457,1402,1319,94.1,15,19,Matches
Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,1990,14.0,540,36,52,236,277,93,527,15,25,60.0,17,0,271,1886,968,724,402,55.5,44,30,Matches
Romario Benzar,ro ROU,DF,Lecce,it Serie A,27,1992,1.1,77,6,28,36,17,0,65,1,1,100.0,1,0,52,370,257,52,50,96.2,1,1,Matches
Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,31,1987,34.9,1688,32,123,738,928,269,1628,39,72,54.2,42,2,1173,6925,3619,2018,1406,69.7,59,42,Matches
Yassine Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,1994,1.9,106,1,9,77,33,1,98,3,8,37.5,4,0,84,482,262,92,77,83.7,3,4,Matches
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24,1994,25.8,1511,39,205,620,814,95,1418,42,73,57.5,44,3,1101,7351,4166,1277,1070,83.8,51,44,Matches
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,29,1990,31.7,2079,81,568,1071,605,44,1769,47,71,66.2,49,1,1298,8623,5042,1356,1202,88.6,53,27,Matches
Álex Berenguer,es ESP,"MF,FW",Torino,it Serie A,24,1995,18.4,974,20,151,474,455,75,896,67,98,68.4,69,2,714,5879,3690,959,685,71.4,32,56,Matches
Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,27,1992,25.7,1599,138,527,814,370,16,1354,18,31,58.1,20,1,886,5001,2775,903,836,92.6,9,17,Matches
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,28,1990,6.9,249,10,35,86,147,27,240,6,8,75.0,6,1,179,1177,568,216,159,73.6,4,7,Matches
Markel Bergara,es ESP,MF,Getafe,es La Liga,33,1986,0.8,24,2,3,7,14,3,24,0,0,,0,0,13,94,21,14,10,71.4,0,1,Matches
Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,21,1998,10.5,497,24,89,225,210,21,488,14,17,82.4,15,0,309,1907,926,359,310,86.4,10,16,Matches
Steven Bergwijn,nl NED,"FW,MF",Tottenham,eng Premier League,21,1997,7.8,351,4,53,171,160,27,339,10,26,38.5,13,0,235,1852,1143,342,233,68.1,12,16,Matches
Robert Berić,si SVN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,4.6,115,1,4,51,63,19,107,2,6,33.3,3,0,67,516,233,179,72,40.2,7,7,Matches
Etrit Berisha,al ALB,GK,SPAL,it Serie A,30,1989,26.0,964,850,962,5,0,0,657,1,1,100.0,1,0,438,2060,1188,362,359,99.2,1,0,Matches
Valon Berisha,xk KVX,"MF,FW",Lazio,it Serie A,26,1993,0.4,11,3,6,5,1,0,11,0,0,,0,0,7,42,32,6,6,100.0,1,0,Matches
Valon Berisha,xk KVX,"MF,FW",Düsseldorf,de Bundesliga,26,1993,10.5,493,7,83,266,163,17,476,2,5,40.0,2,0,340,1290,594,448,353,78.8,15,10,Matches
Sergio Bermejo,es ESP,FW,Celta Vigo,es La Liga,21,1997,0.1,4,0,0,3,2,0,4,1,1,100.0,1,0,5,23,9,3,2,66.7,0,1,Matches
Bernard,br BRA,"MF,FW",Everton,eng Premier League,26,1992,14.2,763,10,95,384,351,50,747,37,62,59.7,42,1,607,3818,2107,688,543,78.9,35,34,Matches
Federico Bernardeschi,it ITA,"MF,FW",Juventus,it Serie A,25,1994,15.7,798,16,84,354,428,56,760,24,37,64.9,24,0,602,4080,2053,755,609,80.7,30,35,Matches
Bernardo,br BRA,DF,Brighton,eng Premier League,24,1995,7.5,483,30,160,211,142,14,433,9,12,75.0,10,0,281,1724,1003,327,285,87.2,13,10,Matches
Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,22,1997,24.5,779,625,771,8,2,1,500,0,0,,0,0,322,1330,800,282,278,98.6,0,0,Matches
Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,26,1993,15.4,1303,43,299,694,386,50,1183,32,49,65.3,33,1,908,4295,2550,1010,934,92.5,16,16,Matches
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,21,1998,2.2,69,63,69,0,0,0,48,2,2,100.0,2,0,38,134,77,23,23,100.0,0,0,Matches
Andrea Bertolacci,it ITA,MF,Sampdoria,it Serie A,28,1991,4.9,250,14,53,154,57,3,244,5,9,55.6,5,1,175,829,439,187,167,89.3,5,3,Matches
