player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_passes_total_passes_completed,header_passes_total_passes,header_passes_total_passes_pct,header_passes_total_passes_total_distance,header_passes_total_passes_progressive_distance,header_passes_short_passes_completed_short,header_passes_short_passes_short,header_passes_short_passes_pct_short,header_passes_medium_passes_completed_medium,header_passes_medium_passes_medium,header_passes_medium_passes_pct_medium,header_passes_long_passes_completed_long,header_passes_long_passes_long,header_passes_long_passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,77,128,60.2,2885,2005,0,0,,33,33,100.0,44,95,46.3,0,0.0,0.0,0,6,0,0,0,Matches
Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,475,592,80.2,8427,3453,8,18,44.4,407,460,88.5,60,114,52.6,0,0.6,-0.6,6,31,9,4,57,Matches
Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,22.2,660,844,78.2,10664,3426,16,47,34.0,547,631,86.7,97,166,58.4,2,1.1,+0.9,23,36,24,8,70,Matches
Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,826,1060,77.9,19342,6385,6,16,37.5,479,564,84.9,341,480,71.0,0,0.5,-0.5,4,29,1,0,55,Matches
Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,41,62,66.1,717,189,2,4,50.0,32,44,72.7,7,14,50.0,0,0.1,-0.1,3,3,3,0,6,Matches
Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,6,9,66.7,122,56,0,1,0.0,4,5,80.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,59,93,63.4,1025,324,1,7,14.3,50,63,79.4,8,23,34.8,0,0.9,-0.9,3,6,1,0,12,Matches
Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,1323,1823,72.6,23457,10549,21,100,21.0,1073,1268,84.6,229,455,50.3,5,3.5,+1.5,44,100,57,37,244,Matches
Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,135,213,63.4,2516,711,3,14,21.4,103,137,75.2,29,62,46.8,0,0.3,-0.3,2,16,2,0,24,Matches
Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,161,194,83.0,3422,954,3,5,60.0,115,125,92.0,43,64,67.2,0,0.4,-0.4,11,13,2,0,23,Matches
Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,209,368,56.8,5358,1957,2,11,18.2,107,174,61.5,100,183,54.6,0,0.0,0.0,1,18,1,1,32,Matches
Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,39,71,54.9,931,489,1,3,33.3,26,41,63.4,12,27,44.4,0,0.6,-0.6,6,4,3,2,15,Matches
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,2088,2372,88.0,47140,13760,6,14,42.9,1357,1461,92.9,725,897,80.8,1,0.6,+0.4,7,144,5,1,126,Matches
Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,759,933,81.4,14891,3121,8,26,30.8,557,650,85.7,194,257,75.5,1,1.2,-0.2,19,82,14,3,70,Matches
Valentin Eysseric,fr FRA,FW,Hellas Verona,it Serie A,27,1992,1.9,58,74,78.4,936,219,1,6,16.7,47,56,83.9,10,12,83.3,0,0.2,-0.2,6,3,4,1,9,Matches
Valentin Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,16,24,66.7,312,73,1,3,33.3,9,11,81.8,6,10,60.0,0,0.0,0.0,0,4,0,0,2,Matches
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,378,672,56.3,17199,13323,1,3,33.3,82,83,98.8,295,586,50.3,0,0.0,0.0,0,7,0,0,0,Matches
Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,1334,1528,87.3,27065,5338,19,35,54.3,962,1056,91.1,353,437,80.8,3,1.8,+1.2,18,129,21,2,101,Matches
Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,424,521,81.4,6906,3177,12,27,44.4,357,408,87.5,55,86,64.0,0,0.3,-0.3,6,28,7,3,57,Matches
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,623,761,81.9,11812,4211,14,26,53.8,481,538,89.4,128,197,65.0,3,2.5,+0.5,23,79,22,3,127,Matches
Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,24,33,72.7,874,593,0,0,,6,6,100.0,18,27,66.7,0,0.0,0.0,0,0,0,0,0,Matches
Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,7,10,70.0,129,81,0,0,,5,5,100.0,2,5,40.0,0,0.0,0.0,0,0,0,0,0,Matches
Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,120,192,62.5,2963,914,1,6,16.7,70,90,77.8,49,96,51.0,0,0.5,-0.5,9,22,3,2,26,Matches
Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0.0,1,2,50.0,35,0,0,0,,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,20.7,758,945,80.2,13268,3545,13,43,30.2,607,678,89.5,138,224,61.6,5,4.3,+0.7,50,51,44,19,123,Matches
Eliseo Falcon,es ESP,"DF,MF",Levante,es La Liga,22,1997,0.8,22,24,91.7,470,135,0,0,,16,16,100.0,6,8,75.0,0,0.0,0.0,0,2,0,0,2,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1.0,46,57,80.7,1198,452,1,2,50.0,23,25,92.0,22,30,73.3,0,0.0,0.0,1,5,0,0,3,Matches
Iago Falque,es ESP,"MF,FW",Torino,it Serie A,29,1990,1.1,54,64,84.4,975,161,2,6,33.3,41,42,97.6,11,16,68.8,0,0.1,-0.1,1,1,2,0,4,Matches
Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.6,228,296,77.0,4085,867,11,24,45.8,170,191,89.0,47,81,58.0,1,0.7,+0.3,10,21,8,1,31,Matches
Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.1,31,44,70.5,546,156,0,4,0.0,22,28,78.6,9,12,75.0,0,0.1,-0.1,1,3,1,0,2,Matches
Paolo Faragò,it ITA,DF,Cagliari,it Serie A,26,1993,12.9,625,797,78.4,11925,4260,9,26,34.6,475,544,87.3,141,227,62.1,1,0.8,+0.2,13,40,11,6,94,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,33.9,1140,1602,71.2,21923,9818,23,90,25.6,867,1041,83.3,250,471,53.1,3,2.3,+0.7,26,83,53,17,254,Matches
Mohamed Fares,dz ALG,"MF,DF",SPAL,it Serie A,23,1996,3.3,84,124,67.7,1437,448,1,4,25.0,72,95,75.8,11,25,44.0,0,0.5,-0.5,1,6,3,1,15,Matches
Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,294,363,81.0,5125,1247,7,15,46.7,240,276,87.0,47,72,65.3,0,1.6,-1.6,13,18,17,4,42,Matches
Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,446,538,82.9,5570,949,16,37,43.2,415,467,88.9,15,34,44.1,1,1.9,-0.9,17,14,13,2,28,Matches
Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,921,1273,72.3,18550,8970,12,45,26.7,687,812,84.6,222,416,53.4,3,1.8,+1.2,28,64,40,19,223,Matches
Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.1,133,183,72.7,2006,275,6,18,33.3,111,141,78.7,16,24,66.7,0,0.8,-0.8,7,7,5,1,9,Matches
Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,12.5,539,622,86.7,11490,3568,2,9,22.2,368,400,92.0,169,213,79.3,0,0.3,-0.3,1,24,0,0,17,Matches
Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,585,691,84.7,8996,2050,26,44,59.1,487,554,87.9,72,93,77.4,3,1.4,+1.6,19,38,9,0,51,Matches
Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,917,1062,86.3,21103,6462,8,16,50.0,577,620,93.1,332,426,77.9,2,0.8,+1.2,5,41,2,0,54,Matches
Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,234,290,80.7,4376,942,5,18,27.8,180,209,86.1,49,63,77.8,0,0.0,0.0,1,18,0,0,19,Matches
Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,1993,29.3,839,1034,81.1,13881,3618,27,71,38.0,673,764,88.1,139,199,69.8,4,2.7,+1.3,37,87,35,6,97,Matches
Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,707,887,79.7,14770,5695,11,27,40.7,492,552,89.1,204,308,66.2,0,0.1,-0.1,4,28,0,0,28,Matches
Luiz Felipe,br BRA,DF,Lazio,it Serie A,22,1997,20.6,953,1065,89.5,19826,6080,16,31,51.6,653,692,94.4,284,342,83.0,1,0.3,+0.7,4,72,7,1,70,Matches
Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2000,0.3,21,22,95.5,384,52,0,0,,16,16,100.0,5,6,83.3,0,0.0,0.0,0,5,0,0,1,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,734,882,83.2,16742,4968,7,24,29.2,456,514,88.7,271,344,78.8,0,0.6,-0.6,5,30,1,0,46,Matches
João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,410,531,77.2,5830,1604,19,44,43.2,356,421,84.6,35,66,53.0,1,2.4,-1.4,17,41,11,1,54,Matches
Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,995,1289,77.2,16211,6755,21,48,43.8,833,991,84.1,141,250,56.4,0,1.6,-1.6,19,56,28,16,160,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25.0,599,946,63.3,10711,4241,18,66,27.3,458,611,75.0,123,269,45.7,4,4.8,-0.8,49,49,38,15,151,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,608,853,71.3,11698,3233,6,38,15.8,463,564,82.1,139,251,55.4,7,2.6,+4.4,34,72,23,2,100,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,614,723,84.9,12399,3454,11,20,55.0,429,483,88.8,174,220,79.1,0,0.8,-0.8,8,63,7,1,66,Matches
Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,40,51,78.4,576,169,3,5,60.0,32,36,88.9,5,10,50.0,0,0.1,-0.1,2,1,3,1,8,Matches
Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,208,254,81.9,3673,1058,3,9,33.3,166,195,85.1,39,50,78.0,0,0.0,0.0,1,12,1,1,18,Matches
Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,,,,,,,,,,,,,,,0,,,,,,,,Matches
Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36.0,751,1118,67.2,23462,15254,10,10,100.0,349,351,99.4,392,757,51.8,0,0.2,-0.2,1,10,0,0,0,Matches
Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,119,152,78.3,3111,1640,1,1,100.0,77,77,100.0,41,74,55.4,1,0.3,+0.7,1,1,0,0,0,Matches
Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,381,627,60.8,5946,1432,12,51,23.5,313,471,66.5,56,105,53.3,3,1.7,+1.3,17,31,8,2,41,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,907,1184,76.6,20097,8025,13,37,35.1,597,690,86.5,297,457,65.0,2,0.3,+1.7,3,42,7,4,74,Matches
Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,84,123,68.3,1298,266,7,14,50.0,63,87,72.4,14,22,63.6,1,0.3,+0.7,2,8,2,0,7,Matches
Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,609,748,81.4,12948,3131,13,22,59.1,410,462,88.7,186,264,70.5,0,0.1,-0.1,4,44,4,0,48,Matches
Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,1985,2190,90.6,44224,14225,12,28,42.9,1303,1395,93.4,670,767,87.4,1,0.6,+0.4,7,226,11,1,168,Matches
Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,1380,1536,89.8,29498,6699,28,40,70.0,911,994,91.6,441,502,87.8,3,0.6,+2.4,11,87,7,3,75,Matches
Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,241,362,66.6,3684,1189,8,28,28.6,206,270,76.3,27,64,42.2,2,2.0,0.0,10,18,12,4,38,Matches
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,343,425,80.7,7985,2335,7,12,58.3,201,219,91.8,135,194,69.6,0,0.0,0.0,0,21,2,0,21,Matches
Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,74,113,65.5,1004,224,5,15,33.3,61,84,72.6,8,14,57.1,0,0.4,-0.4,5,3,3,0,7,Matches
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,603,740,81.5,11865,3325,9,31,29.0,460,521,88.3,134,188,71.3,0,0.8,-0.8,19,69,12,3,85,Matches
Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,160,266,60.2,2568,1051,8,24,33.3,129,187,69.0,23,55,41.8,1,0.3,+0.7,9,21,9,4,35,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,147,242,60.7,2156,494,11,29,37.9,117,171,68.4,19,42,45.2,1,2.0,-1.0,19,7,7,0,19,Matches
Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,931,1171,79.5,14337,3583,42,101,41.6,765,921,83.1,124,149,83.2,8,6.3,+1.7,49,70,35,0,102,Matches
Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,749,834,89.8,11466,3038,18,33,54.5,669,718,93.2,62,83,74.7,1,0.6,+0.4,11,48,9,1,45,Matches
John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,854,1164,73.4,15203,4967,31,79,39.2,663,775,85.5,160,310,51.6,2,3.4,-1.4,38,91,33,7,130,Matches
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,305,435,70.1,10092,6118,0,1,0.0,133,134,99.3,172,300,57.3,0,0.0,0.0,0,9,1,0,0,Matches
Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,206,261,78.9,3155,383,8,21,38.1,171,203,84.2,27,37,73.0,0,0.7,-0.7,10,14,8,2,15,Matches
Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,552,675,81.8,10878,4404,3,20,15.0,417,464,89.9,132,191,69.1,1,2.0,-1.0,13,49,14,4,91,Matches
Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,360,477,75.5,7132,2379,10,22,45.5,271,315,86.0,79,140,56.4,0,0.6,-0.6,3,21,11,5,55,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10.0,431,508,84.8,6922,1357,10,23,43.5,361,401,90.0,60,84,71.4,2,2.0,0.0,18,28,13,2,37,Matches
Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,645,738,87.4,13129,3772,6,10,60.0,460,500,92.0,179,228,78.5,0,0.1,-0.1,4,24,1,0,30,Matches
Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,23.9,899,1025,87.7,16563,3223,18,45,40.0,697,761,91.6,184,219,84.0,7,4.6,+2.4,51,63,21,3,82,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,536,642,83.5,10878,3208,8,16,50.0,381,428,89.0,147,198,74.2,0,0.1,-0.1,2,26,0,0,33,Matches
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,381,443,86.0,7117,1762,6,17,35.3,291,322,90.4,84,104,80.8,0,0.5,-0.5,8,39,5,1,43,Matches
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,306,357,85.7,6096,1508,3,15,20.0,222,243,91.4,81,99,81.8,2,0.5,+1.5,5,30,5,1,33,Matches
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,1054,1308,80.6,19557,6427,18,57,31.6,815,940,86.7,221,311,71.1,1,1.5,-0.5,24,55,25,13,142,Matches
Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,300,426,70.4,5150,1131,9,30,30.0,239,314,76.1,52,82,63.4,0,0.5,-0.5,7,20,4,0,31,Matches
José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,1254,1418,88.4,27558,7506,9,18,50.0,838,895,93.6,407,505,80.6,1,0.6,+0.4,5,58,3,0,64,Matches
Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,680,897,75.8,10962,3027,28,74,37.8,555,654,84.9,97,169,57.4,5,2.2,+2.8,18,49,27,6,77,Matches
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,429,538,79.7,7022,2065,17,44,38.6,344,392,87.8,68,102,66.7,2,2.9,-0.9,28,42,9,1,63,Matches
Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,91,171,53.2,1706,657,2,14,14.3,68,98,69.4,21,59,35.6,0,1.6,-1.6,11,4,9,7,17,Matches
Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,535,1203,44.5,24926,20280,1,1,100.0,126,129,97.7,408,1073,38.0,0,0.0,0.0,0,30,2,0,4,Matches
Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,11,14,78.6,141,13,0,0,,10,13,76.9,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,62,73,84.9,1076,303,2,4,50.0,50,58,86.2,10,11,90.9,0,0.1,-0.1,2,2,0,0,7,Matches
Dimitri Foulquier,fr FRA,"MF,DF",Watford,eng Premier League,26,1993,0.7,10,13,76.9,172,63,1,2,50.0,6,6,100.0,3,5,60.0,0,0.0,0.0,1,1,0,0,2,Matches
Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,281,413,68.0,4809,2030,8,33,24.2,235,302,77.8,38,78,48.7,0,0.2,-0.2,4,19,6,4,59,Matches
Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,53,60,88.3,1027,341,0,0,,40,43,93.0,13,17,76.5,0,0.0,0.0,1,3,0,0,6,Matches
Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,336,507,66.3,6179,3697,9,35,25.7,265,344,77.0,62,128,48.4,2,0.6,+1.4,5,40,12,4,94,Matches
Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,425,544,78.1,8941,3412,1,8,12.5,312,355,87.9,112,181,61.9,0,0.4,-0.4,4,26,5,4,36,Matches
Mike Frantz,de GER,"MF,DF",Freiburg,de Bundesliga,32,1986,3.9,97,133,72.9,1726,519,4,7,57.1,71,87,81.6,22,39,56.4,1,0.7,+0.3,7,10,3,3,12,Matches
Ryan Fraser,sco SCO,"MF,FW",Bournemouth,eng Premier League,25,1994,23.0,648,950,68.2,11071,4285,16,54,29.6,537,650,82.6,95,246,38.6,4,4.0,0.0,43,55,41,7,142,Matches
Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,1463,1714,85.4,29437,7269,23,56,41.1,1045,1149,90.9,395,509,77.6,0,2.8,-2.8,37,155,15,3,150,Matches
Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,795,1096,72.5,12813,5421,23,68,33.8,658,807,81.5,114,221,51.6,3,2.4,+0.6,25,43,25,15,107,Matches
Kieron Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,2,2,100.0,28,6,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,110,150,73.3,1584,483,4,14,28.6,94,114,82.5,12,22,54.5,0,0.3,-0.3,3,7,4,3,15,Matches
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,24.3,1356,1543,87.9,22938,5891,33,61,54.1,1121,1217,92.1,202,265,76.2,2,2.8,-0.8,25,117,28,2,142,Matches
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,989,1292,76.5,20285,6667,7,43,16.3,748,861,86.9,234,388,60.3,3,1.8,+1.2,22,64,25,13,155,Matches
Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,918,1170,78.5,21727,8911,12,30,40.0,550,620,88.7,356,520,68.5,0,0.5,-0.5,3,97,5,2,99,Matches
Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,87,103,84.5,1612,318,0,1,0.0,65,74,87.8,22,28,78.6,0,0.0,0.0,0,2,0,0,5,Matches
Jorge de Frutos,es ESP,"MF,FW",Valladolid,es La Liga,22,1997,0.7,15,17,88.2,199,56,0,1,0.0,13,14,92.9,2,2,100.0,0,0.1,-0.1,1,0,1,1,2,Matches
Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,510,630,81.0,9900,3725,6,17,35.3,397,435,91.3,107,178,60.1,0,0.1,-0.1,2,41,6,2,57,Matches
Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,741,930,79.7,12512,3793,19,53,35.8,594,681,87.2,128,196,65.3,1,2.2,-1.2,29,72,25,6,112,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,79,117,67.5,1246,161,4,11,36.4,64,90,71.1,11,16,68.8,1,0.9,+0.1,4,2,7,1,7,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,224,270,83.0,5213,1484,1,5,20.0,135,150,90.0,88,115,76.5,0,0.1,-0.1,1,11,0,0,11,Matches
Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,5.6,271,312,86.9,6164,1734,3,8,37.5,169,178,94.9,99,126,78.6,0,0.0,0.0,0,9,0,0,12,Matches
Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,21.4,360,555,64.9,5345,1391,15,49,30.6,304,407,74.7,41,99,41.4,1,2.3,-1.3,29,18,12,2,46,Matches
Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,31.3,713,936,76.2,18817,11832,9,10,90.0,414,417,99.3,290,509,57.0,0,0.0,0.0,0,5,0,0,0,Matches
Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,234,278,84.2,4792,1859,4,6,66.7,162,175,92.6,68,97,70.1,0,0.0,0.0,1,8,1,0,9,Matches
Mijat Gaćinović,rs SRB,"MF,FW",Eint Frankfurt,de Bundesliga,24,1995,11.6,260,369,70.5,4739,1157,12,37,32.4,188,248,75.8,60,84,71.4,1,1.2,-0.2,13,29,9,2,34,Matches
Luca Gagliano,it ITA,"FW,MF",Cagliari,it Serie A,19,2000,0.1,2,3,66.7,68,0,0,0,,1,2,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,19.0,768,896,85.7,13751,3903,15,33,45.5,624,697,89.5,129,166,77.7,1,1.3,-0.3,18,82,23,4,120,Matches
Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,27.0,956,1268,75.4,20392,9163,9,37,24.3,657,770,85.3,290,461,62.9,2,2.2,-0.2,22,89,23,9,186,Matches
Nicolás Gaitán,ar ARG,"MF,FW",Lille,fr Ligue 1,31,1988,0.6,17,28,60.7,306,44,0,2,0.0,14,19,73.7,3,7,42.9,0,0.0,0.0,1,1,0,0,1,Matches
Marvin Gakpa,fr FRA,"MF,FW",Metz,fr Ligue 1,25,1993,5.2,190,257,73.9,3772,858,3,6,50.0,145,172,84.3,42,79,53.2,0,0.6,-0.6,9,28,2,1,27,Matches
Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,148,257,57.6,1985,411,8,16,50.0,129,204,63.2,11,37,29.7,0,0.9,-0.9,9,7,4,0,19,Matches
Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,26,48,54.2,353,102,3,8,37.5,20,34,58.8,3,6,50.0,0,0.0,0.0,0,2,1,0,3,Matches
Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,331,436,75.9,4696,563,12,36,33.3,289,351,82.3,30,49,61.2,2,3.0,-1.0,15,12,12,0,23,Matches
Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,638,862,74.0,11807,4663,19,50,38.0,477,554,86.1,142,258,55.0,1,0.9,+0.1,14,42,17,9,116,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,1468,1590,92.3,24184,6455,18,42,42.9,1237,1311,94.4,213,237,89.9,2,2.9,-0.9,26,138,16,1,135,Matches
Ignatius Ganago,cm CMR,"FW,MF",Nice,fr Ligue 1,20,1999,13.8,283,366,77.3,4490,976,8,21,38.1,243,295,82.4,32,50,64.0,1,0.6,+0.4,11,16,11,2,32,Matches
Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,759,853,89.0,17206,4497,11,16,68.8,477,498,95.8,271,339,79.9,0,0.1,-0.1,2,39,1,0,36,Matches
Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,1225,1471,83.3,26372,5815,20,39,51.3,840,961,87.4,365,471,77.5,1,1.2,-0.2,15,109,4,1,100,Matches
David García,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,861,1159,74.3,20511,7944,8,21,38.1,524,635,82.5,329,503,65.4,0,0.3,-0.3,6,79,6,0,107,Matches
Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,672,705,95.3,13842,3724,6,11,54.5,468,487,96.1,198,207,95.7,0,0.1,-0.1,2,42,1,1,41,Matches
Javi García,es ESP,MF,Betis,es La Liga,32,1987,4.2,159,191,83.2,2983,581,2,8,25.0,128,145,88.3,29,38,76.3,0,0.0,0.0,0,9,0,0,9,Matches
Manu García,es ESP,MF,Alavés,es La Liga,33,1986,21.9,521,710,73.4,9535,2300,11,41,26.8,403,501,80.4,107,168,63.7,0,0.1,-0.1,2,46,2,0,49,Matches
Raúl García,es ESP,"DF,MF",Valladolid,es La Liga,30,1989,11.2,310,454,68.3,5945,2827,2,19,10.5,246,283,86.9,62,152,40.8,1,0.3,+0.7,8,24,8,4,73,Matches
